[2023-03-08T00:14:05.005Z] [com.hazelcast.logging.StandardLoggerFactory$StandardLogger] [hz.employee-hazelcast-instance.InvocationMonitorThread] [[32m[0;39m] [49] [WARN ] [192.168.64.1]:5701 [dev] [3.11.2] MonitorInvocationsTask delayed 1071878 ms
[2023-03-08T11:19:15.015Z] [org.springframework.security.web.authentication.AnonymousAuthenticationFilter] [http-nio-8080-exec-8] [[32m[0;39m] [106] [DEBUG] SecurityContextHolder not populated with anonymous token, as it already contained: 'org.springframework.security.authentication.UsernamePasswordAuthenticationToken@972027e1: Principal: CustomUserDetails(userName=admin, password=admin, isActive=true, userRoles=[ROLE_ADMIN, ROLE_VIEWER, ROLE_EDITOR]); Credentials: [PROTECTED]; Authenticated: true; Details: org.springframework.security.web.authentication.WebAuthenticationDetails@b364: RemoteIpAddress: 0:0:0:0:0:0:0:1; SessionId: null; Granted Authorities: ROLE_ADMIN, ROLE_VIEWER, ROLE_EDITOR'
[2023-03-08T11:19:15.015Z] [org.springframework.security.web.FilterChainProxy$VirtualFilterChain] [http-nio-8080-exec-8] [[32m[0;39m] [328] [DEBUG] /h2-console/tree.js at position 9 of 11 in additional filter chain; firing Filter: 'SessionManagementFilter'
[2023-03-08T11:19:15.015Z] [org.springframework.security.web.authentication.session.CompositeSessionAuthenticationStrategy] [http-nio-8080-exec-8] [[32m[0;39m] [87] [DEBUG] Delegating to org.springframework.security.web.authentication.session.ChangeSessionIdAuthenticationStrategy@4c68550d
[2023-03-08T11:19:15.015Z] [org.springframework.security.web.FilterChainProxy$VirtualFilterChain] [http-nio-8080-exec-8] [[32m[0;39m] [328] [DEBUG] /h2-console/tree.js at position 10 of 11 in additional filter chain; firing Filter: 'ExceptionTranslationFilter'
[2023-03-08T11:19:15.015Z] [org.springframework.security.web.FilterChainProxy$VirtualFilterChain] [http-nio-8080-exec-8] [[32m[0;39m] [328] [DEBUG] /h2-console/tree.js at position 11 of 11 in additional filter chain; firing Filter: 'FilterSecurityInterceptor'
[2023-03-08T11:19:15.015Z] [org.springframework.security.web.util.matcher.AntPathRequestMatcher] [http-nio-8080-exec-8] [[32m[0;39m] [176] [DEBUG] Checking match of request : '/h2-console/tree.js'; against '/h2-console/**'
[2023-03-08T11:19:15.015Z] [org.springframework.security.access.intercept.AbstractSecurityInterceptor] [http-nio-8080-exec-8] [[32m[0;39m] [219] [DEBUG] Secure object: FilterInvocation: URL: /h2-console/tree.js; Attributes: [permitAll]
[2023-03-08T11:19:15.015Z] [org.springframework.security.access.intercept.AbstractSecurityInterceptor] [http-nio-8080-exec-8] [[32m[0;39m] [348] [DEBUG] Previously Authenticated: org.springframework.security.authentication.UsernamePasswordAuthenticationToken@972027e1: Principal: CustomUserDetails(userName=admin, password=admin, isActive=true, userRoles=[ROLE_ADMIN, ROLE_VIEWER, ROLE_EDITOR]); Credentials: [PROTECTED]; Authenticated: true; Details: org.springframework.security.web.authentication.WebAuthenticationDetails@b364: RemoteIpAddress: 0:0:0:0:0:0:0:1; SessionId: null; Granted Authorities: ROLE_ADMIN, ROLE_VIEWER, ROLE_EDITOR
[2023-03-08T11:19:15.015Z] [org.springframework.security.access.vote.AffirmativeBased] [http-nio-8080-exec-8] [[32m[0;39m] [66] [DEBUG] Voter: org.springframework.security.web.access.expression.WebExpressionVoter@692325b8, returned: 1
[2023-03-08T11:19:15.015Z] [org.springframework.security.access.intercept.AbstractSecurityInterceptor] [http-nio-8080-exec-8] [[32m[0;39m] [243] [DEBUG] Authorization successful
[2023-03-08T11:19:15.015Z] [org.springframework.security.access.intercept.AbstractSecurityInterceptor] [http-nio-8080-exec-8] [[32m[0;39m] [256] [DEBUG] RunAsManager did not change Authentication object
[2023-03-08T11:19:15.015Z] [org.springframework.security.web.FilterChainProxy$VirtualFilterChain] [http-nio-8080-exec-8] [[32m[0;39m] [313] [DEBUG] /h2-console/tree.js reached end of additional filter chain; proceeding with original chain
[2023-03-08T11:19:15.015Z] [org.springframework.security.web.access.ExceptionTranslationFilter] [http-nio-8080-exec-8] [[32m[0;39m] [121] [DEBUG] Chain processed normally
[2023-03-08T11:19:15.015Z] [org.springframework.security.web.header.writers.HstsHeaderWriter] [http-nio-8080-exec-8] [[32m[0;39m] [129] [DEBUG] Not injecting HSTS header since it did not match the requestMatcher org.springframework.security.web.header.writers.HstsHeaderWriter$SecureRequestMatcher@7b2f6fdb
[2023-03-08T11:19:15.015Z] [org.springframework.security.web.context.SecurityContextPersistenceFilter] [http-nio-8080-exec-8] [[32m[0;39m] [119] [DEBUG] SecurityContextHolder now cleared, as request processing completed
[2023-03-08T11:19:15.015Z] [org.springframework.security.web.FilterChainProxy$VirtualFilterChain] [http-nio-8080-exec-3] [[32m[0;39m] [328] [DEBUG] /h2-console/tree_minus.gif at position 1 of 11 in additional filter chain; firing Filter: 'WebAsyncManagerIntegrationFilter'
[2023-03-08T11:19:15.015Z] [org.springframework.security.web.FilterChainProxy$VirtualFilterChain] [http-nio-8080-exec-9] [[32m[0;39m] [328] [DEBUG] /h2-console/tree_plus.gif at position 1 of 11 in additional filter chain; firing Filter: 'WebAsyncManagerIntegrationFilter'
[2023-03-08T11:19:15.015Z] [org.springframework.security.web.FilterChainProxy$VirtualFilterChain] [http-nio-8080-exec-3] [[32m[0;39m] [328] [DEBUG] /h2-console/tree_minus.gif at position 2 of 11 in additional filter chain; firing Filter: 'SecurityContextPersistenceFilter'
[2023-03-08T11:19:15.015Z] [org.springframework.security.web.FilterChainProxy$VirtualFilterChain] [http-nio-8080-exec-9] [[32m[0;39m] [328] [DEBUG] /h2-console/tree_plus.gif at position 2 of 11 in additional filter chain; firing Filter: 'SecurityContextPersistenceFilter'
[2023-03-08T11:19:15.015Z] [org.springframework.security.web.FilterChainProxy$VirtualFilterChain] [http-nio-8080-exec-1] [[32m[0;39m] [328] [DEBUG] /h2-console/tree_database.gif at position 1 of 11 in additional filter chain; firing Filter: 'WebAsyncManagerIntegrationFilter'
[2023-03-08T11:19:15.015Z] [org.springframework.security.web.FilterChainProxy$VirtualFilterChain] [http-nio-8080-exec-3] [[32m[0;39m] [328] [DEBUG] /h2-console/tree_minus.gif at position 3 of 11 in additional filter chain; firing Filter: 'HeaderWriterFilter'
[2023-03-08T11:19:15.015Z] [org.springframework.security.web.FilterChainProxy$VirtualFilterChain] [http-nio-8080-exec-1] [[32m[0;39m] [328] [DEBUG] /h2-console/tree_database.gif at position 2 of 11 in additional filter chain; firing Filter: 'SecurityContextPersistenceFilter'
[2023-03-08T11:19:15.015Z] [org.springframework.security.web.FilterChainProxy$VirtualFilterChain] [http-nio-8080-exec-3] [[32m[0;39m] [328] [DEBUG] /h2-console/tree_minus.gif at position 4 of 11 in additional filter chain; firing Filter: 'LogoutFilter'
[2023-03-08T11:19:15.015Z] [org.springframework.security.web.FilterChainProxy$VirtualFilterChain] [http-nio-8080-exec-9] [[32m[0;39m] [328] [DEBUG] /h2-console/tree_plus.gif at position 3 of 11 in additional filter chain; firing Filter: 'HeaderWriterFilter'
[2023-03-08T11:19:15.015Z] [org.springframework.security.web.FilterChainProxy$VirtualFilterChain] [http-nio-8080-exec-1] [[32m[0;39m] [328] [DEBUG] /h2-console/tree_database.gif at position 3 of 11 in additional filter chain; firing Filter: 'HeaderWriterFilter'
[2023-03-08T11:19:15.015Z] [org.springframework.security.web.FilterChainProxy$VirtualFilterChain] [http-nio-8080-exec-10] [[32m[0;39m] [328] [DEBUG] /h2-console/tree_table.gif at position 1 of 11 in additional filter chain; firing Filter: 'WebAsyncManagerIntegrationFilter'
[2023-03-08T11:19:15.015Z] [org.springframework.security.web.FilterChainProxy$VirtualFilterChain] [http-nio-8080-exec-2] [[32m[0;39m] [328] [DEBUG] /h2-console/tree_empty.gif at position 1 of 11 in additional filter chain; firing Filter: 'WebAsyncManagerIntegrationFilter'
[2023-03-08T11:19:15.015Z] [org.springframework.security.web.FilterChainProxy$VirtualFilterChain] [http-nio-8080-exec-9] [[32m[0;39m] [328] [DEBUG] /h2-console/tree_plus.gif at position 4 of 11 in additional filter chain; firing Filter: 'LogoutFilter'
[2023-03-08T11:19:15.015Z] [org.springframework.security.web.FilterChainProxy$VirtualFilterChain] [http-nio-8080-exec-5] [[32m[0;39m] [328] [DEBUG] /h2-console/tree_column.gif at position 1 of 11 in additional filter chain; firing Filter: 'WebAsyncManagerIntegrationFilter'
[2023-03-08T11:19:15.015Z] [org.springframework.security.web.FilterChainProxy$VirtualFilterChain] [http-nio-8080-exec-2] [[32m[0;39m] [328] [DEBUG] /h2-console/tree_empty.gif at position 2 of 11 in additional filter chain; firing Filter: 'SecurityContextPersistenceFilter'
[2023-03-08T11:19:15.015Z] [org.springframework.security.web.FilterChainProxy$VirtualFilterChain] [http-nio-8080-exec-10] [[32m[0;39m] [328] [DEBUG] /h2-console/tree_table.gif at position 2 of 11 in additional filter chain; firing Filter: 'SecurityContextPersistenceFilter'
[2023-03-08T11:19:15.015Z] [org.springframework.security.web.util.matcher.OrRequestMatcher] [http-nio-8080-exec-9] [[32m[0;39m] [65] [DEBUG] Trying to match using Ant [pattern='/logout', GET]
[2023-03-08T11:19:15.015Z] [org.springframework.security.web.FilterChainProxy$VirtualFilterChain] [http-nio-8080-exec-5] [[32m[0;39m] [328] [DEBUG] /h2-console/tree_column.gif at position 2 of 11 in additional filter chain; firing Filter: 'SecurityContextPersistenceFilter'
[2023-03-08T11:19:15.015Z] [org.springframework.security.web.FilterChainProxy$VirtualFilterChain] [http-nio-8080-exec-10] [[32m[0;39m] [328] [DEBUG] /h2-console/tree_table.gif at position 3 of 11 in additional filter chain; firing Filter: 'HeaderWriterFilter'
[2023-03-08T11:19:15.015Z] [org.springframework.security.web.util.matcher.AntPathRequestMatcher] [http-nio-8080-exec-9] [[32m[0;39m] [176] [DEBUG] Checking match of request : '/h2-console/tree_plus.gif'; against '/logout'
[2023-03-08T11:19:15.015Z] [org.springframework.security.web.FilterChainProxy$VirtualFilterChain] [http-nio-8080-exec-5] [[32m[0;39m] [328] [DEBUG] /h2-console/tree_column.gif at position 3 of 11 in additional filter chain; firing Filter: 'HeaderWriterFilter'
[2023-03-08T11:19:15.015Z] [org.springframework.security.web.util.matcher.OrRequestMatcher] [http-nio-8080-exec-9] [[32m[0;39m] [65] [DEBUG] Trying to match using Ant [pattern='/logout', POST]
[2023-03-08T11:19:15.015Z] [org.springframework.security.web.FilterChainProxy$VirtualFilterChain] [http-nio-8080-exec-5] [[32m[0;39m] [328] [DEBUG] /h2-console/tree_column.gif at position 4 of 11 in additional filter chain; firing Filter: 'LogoutFilter'
[2023-03-08T11:19:15.015Z] [org.springframework.security.web.util.matcher.OrRequestMatcher] [http-nio-8080-exec-3] [[32m[0;39m] [65] [DEBUG] Trying to match using Ant [pattern='/logout', GET]
[2023-03-08T11:19:15.015Z] [org.springframework.security.web.util.matcher.AntPathRequestMatcher] [http-nio-8080-exec-9] [[32m[0;39m] [156] [DEBUG] Request 'GET /h2-console/tree_plus.gif' doesn't match 'POST /logout'
[2023-03-08T11:19:15.015Z] [org.springframework.security.web.FilterChainProxy$VirtualFilterChain] [http-nio-8080-exec-10] [[32m[0;39m] [328] [DEBUG] /h2-console/tree_table.gif at position 4 of 11 in additional filter chain; firing Filter: 'LogoutFilter'
[2023-03-08T11:19:15.015Z] [org.springframework.security.web.util.matcher.OrRequestMatcher] [http-nio-8080-exec-5] [[32m[0;39m] [65] [DEBUG] Trying to match using Ant [pattern='/logout', GET]
[2023-03-08T11:19:15.015Z] [org.springframework.security.web.util.matcher.AntPathRequestMatcher] [http-nio-8080-exec-3] [[32m[0;39m] [176] [DEBUG] Checking match of request : '/h2-console/tree_minus.gif'; against '/logout'
[2023-03-08T11:19:15.015Z] [org.springframework.security.web.FilterChainProxy$VirtualFilterChain] [http-nio-8080-exec-2] [[32m[0;39m] [328] [DEBUG] /h2-console/tree_empty.gif at position 3 of 11 in additional filter chain; firing Filter: 'HeaderWriterFilter'
[2023-03-08T11:19:15.015Z] [org.springframework.security.web.util.matcher.AntPathRequestMatcher] [http-nio-8080-exec-5] [[32m[0;39m] [176] [DEBUG] Checking match of request : '/h2-console/tree_column.gif'; against '/logout'
[2023-03-08T11:19:15.015Z] [org.springframework.security.web.util.matcher.OrRequestMatcher] [http-nio-8080-exec-3] [[32m[0;39m] [65] [DEBUG] Trying to match using Ant [pattern='/logout', POST]
[2023-03-08T11:19:15.015Z] [org.springframework.security.web.FilterChainProxy$VirtualFilterChain] [http-nio-8080-exec-1] [[32m[0;39m] [328] [DEBUG] /h2-console/tree_database.gif at position 4 of 11 in additional filter chain; firing Filter: 'LogoutFilter'
[2023-03-08T11:19:15.015Z] [org.springframework.security.web.FilterChainProxy$VirtualFilterChain] [http-nio-8080-exec-2] [[32m[0;39m] [328] [DEBUG] /h2-console/tree_empty.gif at position 4 of 11 in additional filter chain; firing Filter: 'LogoutFilter'
[2023-03-08T11:19:15.015Z] [org.springframework.security.web.util.matcher.OrRequestMatcher] [http-nio-8080-exec-9] [[32m[0;39m] [65] [DEBUG] Trying to match using Ant [pattern='/logout', PUT]
[2023-03-08T11:19:15.015Z] [org.springframework.security.web.util.matcher.AntPathRequestMatcher] [http-nio-8080-exec-3] [[32m[0;39m] [156] [DEBUG] Request 'GET /h2-console/tree_minus.gif' doesn't match 'POST /logout'
[2023-03-08T11:19:15.015Z] [org.springframework.security.web.util.matcher.OrRequestMatcher] [http-nio-8080-exec-1] [[32m[0;39m] [65] [DEBUG] Trying to match using Ant [pattern='/logout', GET]
[2023-03-08T11:19:15.015Z] [org.springframework.security.web.util.matcher.OrRequestMatcher] [http-nio-8080-exec-2] [[32m[0;39m] [65] [DEBUG] Trying to match using Ant [pattern='/logout', GET]
[2023-03-08T11:19:15.015Z] [org.springframework.security.web.util.matcher.OrRequestMatcher] [http-nio-8080-exec-3] [[32m[0;39m] [65] [DEBUG] Trying to match using Ant [pattern='/logout', PUT]
[2023-03-08T11:19:15.015Z] [org.springframework.security.web.util.matcher.AntPathRequestMatcher] [http-nio-8080-exec-1] [[32m[0;39m] [176] [DEBUG] Checking match of request : '/h2-console/tree_database.gif'; against '/logout'
[2023-03-08T11:19:15.015Z] [org.springframework.security.web.util.matcher.AntPathRequestMatcher] [http-nio-8080-exec-2] [[32m[0;39m] [176] [DEBUG] Checking match of request : '/h2-console/tree_empty.gif'; against '/logout'
[2023-03-08T11:19:15.015Z] [org.springframework.security.web.util.matcher.OrRequestMatcher] [http-nio-8080-exec-1] [[32m[0;39m] [65] [DEBUG] Trying to match using Ant [pattern='/logout', POST]
[2023-03-08T11:19:15.015Z] [org.springframework.security.web.util.matcher.OrRequestMatcher] [http-nio-8080-exec-2] [[32m[0;39m] [65] [DEBUG] Trying to match using Ant [pattern='/logout', POST]
[2023-03-08T11:19:15.015Z] [org.springframework.security.web.util.matcher.AntPathRequestMatcher] [http-nio-8080-exec-1] [[32m[0;39m] [156] [DEBUG] Request 'GET /h2-console/tree_database.gif' doesn't match 'POST /logout'
[2023-03-08T11:19:15.015Z] [org.springframework.security.web.util.matcher.OrRequestMatcher] [http-nio-8080-exec-10] [[32m[0;39m] [65] [DEBUG] Trying to match using Ant [pattern='/logout', GET]
[2023-03-08T11:19:15.015Z] [org.springframework.security.web.util.matcher.AntPathRequestMatcher] [http-nio-8080-exec-2] [[32m[0;39m] [156] [DEBUG] Request 'GET /h2-console/tree_empty.gif' doesn't match 'POST /logout'
[2023-03-08T11:19:15.015Z] [org.springframework.security.web.util.matcher.OrRequestMatcher] [http-nio-8080-exec-1] [[32m[0;39m] [65] [DEBUG] Trying to match using Ant [pattern='/logout', PUT]
[2023-03-08T11:19:15.015Z] [org.springframework.security.web.util.matcher.OrRequestMatcher] [http-nio-8080-exec-2] [[32m[0;39m] [65] [DEBUG] Trying to match using Ant [pattern='/logout', PUT]
[2023-03-08T11:19:15.015Z] [org.springframework.security.web.util.matcher.AntPathRequestMatcher] [http-nio-8080-exec-1] [[32m[0;39m] [156] [DEBUG] Request 'GET /h2-console/tree_database.gif' doesn't match 'PUT /logout'
[2023-03-08T11:19:15.015Z] [org.springframework.security.web.util.matcher.AntPathRequestMatcher] [http-nio-8080-exec-2] [[32m[0;39m] [156] [DEBUG] Request 'GET /h2-console/tree_empty.gif' doesn't match 'PUT /logout'
[2023-03-08T11:19:15.015Z] [org.springframework.security.web.util.matcher.OrRequestMatcher] [http-nio-8080-exec-5] [[32m[0;39m] [65] [DEBUG] Trying to match using Ant [pattern='/logout', POST]
[2023-03-08T11:19:15.015Z] [org.springframework.security.web.util.matcher.OrRequestMatcher] [http-nio-8080-exec-2] [[32m[0;39m] [65] [DEBUG] Trying to match using Ant [pattern='/logout', DELETE]
[2023-03-08T11:19:15.015Z] [org.springframework.security.web.util.matcher.AntPathRequestMatcher] [http-nio-8080-exec-5] [[32m[0;39m] [156] [DEBUG] Request 'GET /h2-console/tree_column.gif' doesn't match 'POST /logout'
[2023-03-08T11:19:15.015Z] [org.springframework.security.web.util.matcher.AntPathRequestMatcher] [http-nio-8080-exec-9] [[32m[0;39m] [156] [DEBUG] Request 'GET /h2-console/tree_plus.gif' doesn't match 'PUT /logout'
[2023-03-08T11:19:15.015Z] [org.springframework.security.web.util.matcher.OrRequestMatcher] [http-nio-8080-exec-5] [[32m[0;39m] [65] [DEBUG] Trying to match using Ant [pattern='/logout', PUT]
[2023-03-08T11:19:15.015Z] [org.springframework.security.web.util.matcher.AntPathRequestMatcher] [http-nio-8080-exec-3] [[32m[0;39m] [156] [DEBUG] Request 'GET /h2-console/tree_minus.gif' doesn't match 'PUT /logout'
[2023-03-08T11:19:15.015Z] [org.springframework.security.web.util.matcher.OrRequestMatcher] [http-nio-8080-exec-9] [[32m[0;39m] [65] [DEBUG] Trying to match using Ant [pattern='/logout', DELETE]
